OSMP SEMANTIC DICTIONARY v15.0
Source of Truth: OSMP-001-UTIL-v20 + OSMP-001-CIP-v15 | Docket: OSMP-001-UTIL (patent pending)
"Inventor: Clay Holberg | Filing Date: March 17, 2026"
Standard namespaces: 26 (A-Z) | Tier 2: 351 order-invariant double-Latin slots (AB=BA canonical) | Autonomous Ops MDR extension: 26 new opcodes
Sovereign extension: Ω: (U+03A9) | Floor version: 1.0 | All entries floor_version=1.0

SECTION 1: GLYPH OPERATORS — SIX-CATEGORY ARCHITECTURE (UTIL Section X-C)
All glyphs have pre-existing formal definitions predating and independent of OSMP.

CATEGORY 1 — LOGICAL AND COMPOSITIONAL OPERATORS (18 total)
Glyph,Unicode,Name,UTF8_Bytes,Natural_Language_Equivalents,floor_version
∧,U+2227,AND,3,"and | & | also",1.0
∨,U+2228,OR,3,"or | either | alternatively",1.0
¬,U+00AC,NOT,2,"not | except | excluding | without",1.0
→,U+2192,THEN,3,"if...then | when...then | provided that | therefore | because",1.0
↔,U+2194,IFF,3,"if and only if | iff | exactly when",1.0
∀,U+2200,FOR-ALL,3,"for all | every | each | all",1.0
∃,U+2203,EXISTS,3,"any | there exists | at least one | some",1.0
∥,U+2225,PARALLEL,3,"simultaneously | in parallel | concurrently",1.0
>,U+003E,PRIORITY,1,"first | prefer | prioritize | greater than",1.0
~,U+007E,APPROX,1,"approximately | about | roughly",1.0
*,U+002A,WILDCARD,1,"all | any value | broadcast",1.0
:,U+003A,ASSIGN,1,"equals | is set to | value is | namespace-separator (positional)",1.0
;,U+003B,SEQUENCE,1,"then next | followed by | in sequence",1.0
?,U+003F,QUERY,1,"what is | query | report",1.0
@,U+0040,TARGET,1,"at | on | directed to",1.0
⟳,U+27F3,REPEAT-EVERY,3,"every | repeat every | recurring interval",1.0
≠,U+2260,NOT-EQUAL,3,"not equal to | excluding value | except value",1.0
⊕,U+2295,PRIORITY-ORDER,3,"in priority order | ranked | strict ranked execution",1.0

CATEGORY 2 — CONSEQUENCE CLASS DESIGNATORS (UTIL Section X-C Cat.2; Claims 25 and X-B)
Mandatory structural element in R namespace instruction frames. An R namespace instruction without a valid Cat.2 designator is malformed and non-executable.
Glyph,Unicode,Name,UTF8_Bytes,Semantic,floor_version
⚠,U+26A0,HAZARDOUS,3,Physical instruction with potential for irreversible harm; requires I:§ human operator confirmation as structural precondition to execution,1.0
↺,U+21BA,REVERSIBLE,3,Physical instruction whose execution can be undone or corrected; I:§ not required,1.0
⊘,U+2298,IRREVERSIBLE,3,Physical instruction producing permanent physical change; requires I:§ human operator confirmation as structural precondition to execution,1.0
§,U+00A7,HUMAN-AUTHORIZED,2,Human operator confirmation opcode in I namespace (I:§); encodes a human operator confirmation token comprising signature hash + timestamp + TTL; required as precondition for R:⚠ and R:⊘ instructions; 2 UTF-8 bytes,1.0

CATEGORY 3 — OUTCOME STATE DESIGNATORS (UTIL Section X-C Cat.3)
Formal logical constants predating OSMP; adopted for pre-existing definitions. Used as Q namespace result values and I namespace verification outcomes.
Glyph,Unicode,Name,UTF8_Bytes,Semantic,floor_version
⊤,U+22A4,PASS-TRUE,3,Logical pass state; outcome of successful I namespace verification workflow,1.0
⊥,U+22A5,FAIL-FALSE,3,Logical fail state; outcome of failed I namespace verification workflow,1.0

CATEGORY 4 — PARAMETER AND SLOT DESIGNATORS (UTIL Section X-C Cat.4)
Pre-existing mathematical meanings; adopted without OSMP-specific definition.
Glyph,Unicode,Name,UTF8_Bytes,Semantic,floor_version
Δ,U+0394,DELTA,2,Difference / spacing / offset parameter; replaces word DELTA in slot names,1.0
⌂,U+2302,HOME,3,Origin or home position reference; replaces word HOME,1.0
⊗,U+2297,ABORT-CANCEL,3,Abort condition trigger or comms-denial state designator,1.0
τ,U+03C4,TIMEOUT,2,Time constant or timeout duration; used in N:CFG and Overflow Protocol config syntax; lowercase Greek,1.0
∈,U+2208,SCOPE-WITHIN,3,Set membership; scope or permission boundary declaration,1.0
∖,U+2216,MISSING,3,Set minus; missing fragment indicator in A:NACK payloads,1.0

CATEGORY 5 — LOSS TOLERANCE POLICY DESIGNATORS (UTIL Section X-C Cat.5; replaces legacy codes FS/GD/AT)
Greek uppercase letters whose pre-existing mathematical meanings map directly to Overflow Protocol policy semantics.
Glyph,Unicode,Name,UTF8_Bytes,Legacy_Code,Config_Syntax,Semantic,floor_version
Φ,U+03A6,FAIL-SAFE,2,FS,N:CFG@[nodeID]:FRAG[Φ]:τ[n],Fundamental invariant — silent discard on incomplete receipt; policy holds regardless of what arrives,1.0
Γ,U+0393,GRACEFUL-DEGRADATION,2,GD,N:CFG@[nodeID]:FRAG[Γ]:τ[n],Graduated threshold response — execute maximum satisfiable subset of received fragments; default policy,1.0
Λ,U+039B,ATOMIC,2,AT,N:CFG@[nodeID]:NS[namespace_list]:FRAG[Λ]:τ[n],Indivisible function — no fragment executes unless all fragments received within timeout window; on incomplete receipt transmit A:NACK,1.0

CATEGORY 6 — DICTIONARY UPDATE MODE DESIGNATORS (UTIL Section X-C Cat.6; replaces words ADDITIVE/REPLACE/DEPRECATE)
Pre-existing standard typography and arithmetic meanings; used exclusively in dictionary delta payload mode fields.
Glyph,Unicode,Name,UTF8_Bytes,Semantic,floor_version
+,U+002B,ADDITIVE,1,New entry appended; existing entries preserved; version pointer incremented; graceful degradation transmission class,1.0
←,U+2190,REPLACE,3,New entry supersedes existing; prior entry retired; mandatory retransmit on packet loss (FLAGS[C]); mandatory retransmission transmission class,1.0
†,U+2020,DEPRECATE,3,Entry marked retired; semantic resolution preserved for backward compatibility; graceful degradation transmission class,1.0

SECTION 2: SLOT VALUE ENCODING TABLE (UTIL Single-Character Conformance Rule)
Rule: All OSMP-defined enumerated slot value sets with finite protocol-specified cardinality MUST be encoded as a single uppercase Latin letter (A-Z) or single decimal digit (0-9). Slot values drawn from external open-ended domain registries (ICD-10 codes, GPS coordinates, timestamps, model identifiers) are encoded as their native representation within slot brackets — exempt from this rule.
Slot,Code,Meaning,Bytes,floor_version
C:STAT,A,active,1,1.0
C:STAT,D,degraded,1,1.0
C:STAT,E,error,1,1.0
C:STAT,I,idle,1,1.0
C:STAT,O,offline,1,1.0
H:TRIAGE,B,black,1,1.0
H:TRIAGE,D,delayed,1,1.0
H:TRIAGE,I,immediate,1,1.0
H:TRIAGE,M,minor,1,1.0
H:TRIAGE,X,expectant,1,1.0
J:STATUS,A,active,1,1.0
J:STATUS,B,blocked,1,1.0
J:STATUS,C,complete,1,1.0
J:STATUS,F,failed,1,1.0
J:STATUS,P,paused,1,1.0
L:SEV,0,emergency,1,1.0
L:SEV,1,alert,1,1.0
L:SEV,2,critical,1,1.0
L:SEV,3,error,1,1.0
L:SEV,4,warning,1,1.0
L:SEV,5,notice,1,1.0
L:SEV,6,informational,1,1.0
L:SEV,7,debug,1,1.0
O:AUTH,A,ADCON,1,1.0
O:AUTH,O,OPCON,1,1.0
O:AUTH,S,support,1,1.0
O:AUTH,T,TACON,1,1.0
O:BW_CLASS,1,51_bytes_SF12,1,1.0
O:BW_CLASS,2,127_bytes_SF11,1,1.0
O:BW_CLASS,3,255_bytes_LongFast,1,1.0
O:BW_CLASS,4,1500_bytes_BLE,1,1.0
O:BW_CLASS,5,unlimited,1,1.0
O:CHAN,B,BLE,1,1.0
O:CHAN,C,cellular,1,1.0
O:CHAN,L,LoRa,1,1.0
O:CHAN,M,mesh_mixed,1,1.0
O:CHAN,T,satellite,1,1.0
O:CHAN,W,WiFi,1,1.0
O:CHAN,X,wired,1,1.0
O:EMCON,F,full_emissions,1,1.0
O:EMCON,R,reduced,1,1.0
O:EMCON,S,silent,1,1.0
O:LATENCY,1,realtime_10ms,1,1.0
O:LATENCY,2,low_100ms,1,1.0
O:LATENCY,3,normal_1s,1,1.0
O:LATENCY,4,high_10s,1,1.0
O:LATENCY,5,store_forward,1,1.0
O:LINK,0,none,1,1.0
O:LINK,1,critical,1,1.0
O:LINK,2,degraded,1,1.0
O:LINK,3,marginal,1,1.0
O:LINK,4,good,1,1.0
O:LINK,5,nominal,1,1.0
O:MESH,B,bridged,1,1.0
O:MESH,F,full,1,1.0
O:MESH,I,isolated,1,1.0
O:MESH,P,partial,1,1.0
O:MODE,D,degraded,1,1.0
O:MODE,E,emergency,1,1.0
O:MODE,M,maintenance,1,1.0
O:MODE,N,normal,1,1.0
O:MODE,R,recovery,1,1.0
O:PHASE,M,mitigate,1,1.0
O:PHASE,P,prepare,1,1.0
O:PHASE,R,respond,1,1.0
O:PHASE,V,recover,1,1.0
O:POSTURE,D,defensive,1,1.0
O:POSTURE,N,neutral,1,1.0
O:POSTURE,O,offensive,1,1.0
O:POSTURE,S,standby,1,1.0
O:READY,1,maximum_readiness,1,1.0
O:READY,2,next_step_nuclear_war,1,1.0
O:READY,3,round_the_clock,1,1.0
O:READY,4,increased_watch,1,1.0
O:READY,5,peacetime,1,1.0
O:SCOPE,G,global,1,1.0
O:SCOPE,L,local,1,1.0
O:SCOPE,N,national,1,1.0
O:SCOPE,R,regional,1,1.0
O:TEMPO,1,routine,1,1.0
O:TEMPO,2,elevated,1,1.0
O:TEMPO,3,urgent,1,1.0
O:TEMPO,4,critical,1,1.0
O:TYPE,1,national,1,1.0
O:TYPE,2,regional_major,1,1.0
O:TYPE,3,regional,1,1.0
O:TYPE,4,local_extended,1,1.0
O:TYPE,5,minor_local,1,1.0
O:UPLINK,A,available,1,1.0
O:UPLINK,I,intermittent,1,1.0
O:UPLINK,U,unavailable,1,1.0
P:STAT,C,complete,1,1.0
P:STAT,F,failed,1,1.0
P:STAT,P,pending,1,1.0
P:STAT,S,skipped,1,1.0
R:COLLAB,A,active,1,1.0
R:COLLAB,O,off,1,1.0
R:COLLAB,S,standby,1,1.0
R:STAT,A,active,1,1.0
R:STAT,D,degraded,1,1.0
R:STAT,E,emergency,1,1.0
R:STAT,I,idle,1,1.0
R:STAT,O,offline,1,1.0
V:STATUS,A,active,1,1.0
V:STATUS,D,degraded,1,1.0
V:STATUS,E,emergency,1,1.0
V:STATUS,I,idle,1,1.0
V:STATUS,M,moored,1,1.0
V:STATUS,O,offline,1,1.0
V:STATUS,U,underway,1,1.0
Y:STORE_TIER,E,episodic,1,1.0
Y:STORE_TIER,L,long_term,1,1.0
Y:STORE_TIER,S,semantic,1,1.0
Y:STORE_TIER,W,working,1,1.0
Z:FINISH,C,cancelled,1,1.0
Z:FINISH,E,error,1,1.0
Z:FINISH,L,length,1,1.0
Z:FINISH,S,stop,1,1.0
Z:FINISH,T,tool_use,1,1.0
K:DIR,-$,debit_payment_sent_negative_currency,2,1.0
K:DIR,+$,credit_payment_received_positive_currency,2,1.0

SECTION 3: NAMESPACES AND OPCODES
Source columns: Namespace | Prefix | Domain | Opcode | Definition | Layer | Authoritative_Source | UTIL_Claim_Ref | floor_version
Note: Layer 1 = OSMP-defined semantic primitive (resolves by ASD lookup). Layer 2 = accessor pattern into external open-ended registry (slot value drawn from external standard; exempt from single-character slot value rule).

Namespace,Prefix,Domain,Opcode,Definition,Layer,Authoritative_Source,UTIL_Claim_Ref,floor_version
Agentic / OSMP-Native,A,Agentic / OSMP-Native,ACCEPT,accept_proposed_action — inter-agent negotiation primitive,1,OSMP-defined,Claim 3,1.0
Agentic / OSMP-Native,A,Agentic / OSMP-Native,ACK,positive_acknowledgment — complement to NACK; used in Atomic policy confirmation for K and H namespace instructions,1,OSMP-defined,Claim 12,1.0
Agentic / OSMP-Native,A,Agentic / OSMP-Native,AR,agentic_request,1,OSMP-defined,Claim 3,1.0
Agentic / OSMP-Native,A,Agentic / OSMP-Native,ASD,asd_version_identity_or_delta — ADP version exchange and delta synchronization; sub-instructions A:ASD:REQ A:ASD:DELTA A:ASD:DEF A:ASD:HASH,1,OSMP-defined,Claims 20-21,1.0
Agentic / OSMP-Native,A,Agentic / OSMP-Native,AUTH,authorization_assertion,1,OSMP-defined,Claim 3,1.0
